date,jyo_cd,race_no,rank1_course,rank2_course,payout_2nd
2025-04-18,07,8,5,1,1800
2025-04-18,07,9,4,1,1200
2025-04-18,07,10,3,1,1300
2025-04-18,07,11,1,6,1900
2025-04-18,11,1,1,3,500
2025-04-18,11,2,1,3,700
2025-04-18,11,3,2,1,800
2025-04-18,11,4,5,1,1800
2025-04-18,11,5,3,1,1400
2025-04-18,11,6,1,2,900
2025-04-18,11,7,1,3,900
2025-04-18,11,8,1,2,700
2025-04-18,11,9,1,3,900
2025-04-18,11,10,1,2,400
2025-04-18,11,11,1,5,1400
2025-04-18,11,12,1,3,900
2025-04-18,08,1,2,1,900
2025-04-18,08,2,3,1,1400
2025-04-18,08,3,4,5,5900
2025-04-18,08,4,1,2,500
2025-04-18,08,5,1,2,700
2025-04-18,08,6,1,2,800
2025-04-18,08,7,1,3,1600
2025-04-18,08,8,2,1,1200
2025-04-18,08,9,1,2,600
2025-04-18,08,10,1,3,1100
2025-04-19,07,1,1,4,1000
2025-04-19,07,2,1,5,1200
2025-04-19,07,3,3,1,1100
2025-04-19,07,4,1,2,1100
2025-04-19,07,5,1,2,1100
2025-04-19,07,6,2,5,4300
2025-04-19,07,7,1,5,1200
2025-04-19,07,8,2,1,1100
2025-04-19,07,9,3,1,1800
2025-04-19,07,10,2,1,700
2025-04-19,07,11,1,2,800
2025-04-19,07,12,2,6,5600
2025-04-19,04,1,1,3,400
2025-04-19,04,2,2,1,800
2025-04-19,04,3,1,2,700
2025-04-19,04,4,1,2,800
2025-04-19,04,5,1,3,700
2025-04-19,04,6,1,3,900
2025-04-19,04,7,1,3,700
2025-04-19,04,8,1,4,1200
2025-04-19,04,9,3,2,2700
2025-04-19,04,10,2,1,600
2025-04-19,04,11,1,3,700
2025-04-19,01,1,2,1,800
2025-04-19,01,2,1,2,800
2025-04-19,01,3,1,3,800
2025-04-19,01,4,2,4,3500
2025-04-19,01,5,1,3,1000
2025-04-19,01,6,2,6,4300
2025-04-19,01,7,6,4,9300
2025-04-19,01,8,1,2,1000
2025-04-19,01,9,2,1,1600
2025-04-19,01,10,4,1,1800
2025-04-19,14,1,1,4,900
2025-04-19,14,2,5,6,10500
2025-04-19,14,3,2,1,800
2025-04-19,14,4,2,3,2200
2025-04-19,14,5,1,6,1500
2025-04-19,14,6,1,3,1100
2025-04-19,14,7,1,6,1800
2025-04-19,14,8,5,1,2100
2025-04-19,14,9,5,3,4600
2025-04-19,14,10,1,2,800
2025-04-19,19,1,1,6,2000
2025-04-19,19,2,1,2,900
2025-04-19,19,3,2,1,1000
2025-04-19,19,4,4,1,1300
2025-04-19,19,5,1,5,1400
2025-04-19,19,6,3,1,1100
2025-04-19,19,7,4,2,3400
2025-04-19,19,8,2,3,2000
2025-04-19,19,9,3,4,3200
2025-04-19,19,10,1,3,700
2025-04-19,19,11,1,4,1300
2025-04-19,18,1,1,5,1200
2025-04-19,18,2,2,1,600
2025-04-19,18,3,5,1,2300
2025-04-19,18,4,2,1,800
2025-04-19,18,5,1,2,900
2025-04-19,18,6,1,6,1000
2025-04-19,18,7,5,4,6300
2025-04-19,18,8,3,4,2600
2025-04-19,18,9,1,2,700
2025-04-19,18,10,1,2,500
2025-04-19,18,11,1,2,600
2025-04-19,08,1,1,2,500
2025-04-19,08,2,1,2,1100
2025-04-19,08,3,1,3,700
2025-04-19,08,4,1,4,700
2025-04-19,08,5,1,4,700
2025-04-19,08,6,4,1,2000
2025-04-19,08,7,2,3,2200
2025-04-19,08,8,4,5,5200
2025-04-19,08,9,3,5,5200
2025-04-19,08,10,2,1,1200
2025-04-19,13,1,4,3,3300
2025-04-19,13,2,2,1,900
2025-04-19,13,3,2,4,3000
2025-04-19,13,4,2,5,2800
2025-04-19,13,5,1,4,1200
2025-04-19,13,6,2,5,3600
2025-04-19,13,7,1,4,1200
2025-04-19,13,8,1,3,700
2025-04-19,13,9,1,2,600
2025-04-19,13,10,3,1,2200
2025-04-20,19,1,4,2,2600
2025-04-20,19,2,4,1,1100
2025-04-20,19,3,4,1,1900
2025-04-20,19,4,1,2,600
2025-04-20,19,5,3,1,1500
2025-04-20,19,6,1,3,800
2025-04-20,19,7,1,3,400
2025-04-20,19,8,1,4,800
2025-04-20,19,9,3,6,6700
2025-04-20,19,10,1,5,1300
2025-04-20,19,11,1,3,800
2025-04-20,17,1,3,2,2600
2025-04-20,17,2,5,3,4500
2025-04-20,17,3,3,1,1000
2025-04-20,17,4,5,1,2700
2025-04-20,17,5,3,1,2200
2025-04-20,17,6,1,2,500
2025-04-20,17,7,1,2,600
2025-04-20,17,8,3,1,900
2025-04-20,17,9,1,2,1100
2025-04-20,17,10,2,3,3300
2025-04-20,17,11,2,5,5200
2025-04-20,17,12,5,1,1500
2025-04-20,13,1,1,4,1300
2025-04-20,13,2,1,2,900
2025-04-20,13,3,1,6,1500
2025-04-20,13,4,2,4,3500
2025-04-20,13,5,3,1,1100
2025-04-20,13,6,1,2,600
2025-04-20,13,7,1,5,800
2025-04-20,13,8,1,2,800
2025-04-20,13,9,2,6,5100
2025-04-20,13,10,1,4,1300
2025-04-20,13,11,6,2,4900
2025-04-20,13,12,3,1,1000
2025-04-20,08,1,1,3,1000
2025-04-20,08,2,1,6,1200
2025-04-20,08,3,1,2,500
2025-04-20,08,4,1,3,800
2025-04-20,08,5,1,2,500
2025-04-20,08,6,1,5,1400
2025-04-20,08,7,6,3,6800
2025-04-20,08,8,3,2,4800
2025-04-20,08,9,1,3,700
2025-04-20,08,10,5,6,9600
2025-04-20,18,1,3,5,6200
2025-04-20,18,2,1,6,1500
2025-04-20,18,3,1,5,900
2025-04-20,18,4,2,1,1100
2025-04-20,18,5,1,6,1300
2025-04-20,18,6,6,5,14900
2025-04-20,18,7,2,1,900
2025-04-20,18,8,1,2,600
2025-04-20,18,9,1,6,1400
2025-04-20,18,10,1,6,1200
2025-04-20,22,1,4,1,2500
2025-04-20,22,2,2,5,3600
2025-04-20,22,3,1,5,2000
2025-04-20,22,4,4,3,4600
2025-04-20,22,5,1,4,900
2025-04-20,22,6,1,3,800
2025-04-20,22,7,1,4,800
2025-04-20,22,8,1,3,600
2025-04-20,22,9,1,2,600
2025-04-20,22,10,2,1,900
2025-04-21,18,1,1,3,600
2025-04-21,18,2,1,5,1300
2025-04-21,18,3,2,3,2500
2025-04-21,18,4,1,3,1100
2025-04-21,18,5,6,2,6800
2025-04-21,18,6,1,2,600
2025-04-21,18,7,1,5,800
2025-04-21,18,8,1,5,700
2025-04-21,18,9,2,3,3000
2025-04-21,18,10,1,2,600
2025-04-21,18,11,1,2,700
2025-04-21,18,12,5,2,5600
2025-04-21,19,1,3,4,5500
2025-04-21,19,2,1,2,700
2025-04-21,19,3,6,1,2900
2025-04-21,19,4,2,3,2500
2025-04-21,19,5,1,2,600
2025-04-21,19,6,2,1,900
2025-04-21,19,7,1,3,800
2025-04-21,19,8,4,1,1700
2025-04-21,19,9,1,2,600
2025-04-21,19,10,3,2,1800
2025-04-21,19,11,2,3,2900
2025-04-21,19,12,1,3,600
2025-04-21,23,1,2,1,900
2025-04-21,23,2,1,4,700
2025-04-21,23,3,3,1,1500
2025-04-21,23,4,5,1,2500
2025-04-21,23,5,3,4,5400
2025-04-21,23,6,2,4,3500
2025-04-21,23,7,4,3,4100
2025-04-21,23,8,3,1,900
2025-04-21,23,9,1,6,1300
2025-04-21,23,10,1,3,600
2025-04-21,23,11,6,1,2600
2025-04-21,22,1,1,2,700
2025-04-21,22,2,3,1,1200
2025-04-21,22,3,1,4,1000
2025-04-21,22,4,2,1,900
2025-04-21,22,5,1,2,500
2025-04-21,22,6,1,4,900
2025-04-21,22,7,1,3,700
2025-04-21,22,8,3,1,1500
2025-04-21,22,9,1,4,600
2025-04-21,22,10,1,5,1100
2025-04-21,22,11,1,3,1200
2025-04-21,22,12,1,2,600
2025-04-21,02,1,1,5,800
2025-04-21,02,2,6,1,3200
2025-04-21,02,3,1,6,1300
2025-04-21,02,4,1,4,1100
2025-04-21,02,5,1,5,1400
2025-04-21,02,6,1,2,500
2025-04-21,02,7,1,3,600
2025-04-21,02,8,1,3,500
2025-04-21,02,9,4,1,1300
2025-04-21,02,10,2,1,800
2025-04-21,14,1,1,4,900
2025-04-21,14,2,1,2,800
2025-04-21,14,3,2,1,800
2025-04-21,14,4,4,2,3100
2025-04-21,14,5,1,2,900
2025-04-21,14,6,4,5,4700
2025-04-21,14,7,1,6,2000
2025-04-21,14,8,5,1,2500
2025-04-21,14,9,1,5,1300
2025-04-21,14,10,5,1,2200
2025-04-21,14,11,1,6,2000
2025-04-21,07,1,1,2,600
2025-04-21,07,2,3,1,1700
2025-04-21,07,3,2,5,4900
2025-04-21,07,4,1,6,1500
2025-04-21,07,5,6,1,2000
2025-04-21,07,6,3,1,500
2025-04-21,07,7,2,6,4800
2025-04-21,07,8,5,1,1700
2025-04-21,07,9,1,3,900
2025-04-21,07,10,1,2,500
2025-04-21,07,11,1,4,600
2025-04-22,19,1,3,1,900
2025-04-22,19,2,1,2,800
2025-04-22,19,3,3,2,4800
2025-04-22,19,4,4,5,5800
2025-04-22,19,5,1,2,500
2025-04-22,19,6,1,5,1800
2025-04-22,19,7,1,2,700
2025-04-22,19,8,3,2,2600
2025-04-22,19,9,3,1,1100
2025-04-22,19,10,1,6,1300
2025-04-22,19,11,1,2,600
2025-04-22,06,1,1,5,1400
2025-04-22,06,2,1,5,1200
2025-04-22,06,3,1,2,500
2025-04-22,06,4,1,5,1000
2025-04-22,06,5,1,3,500
2025-04-22,06,6,1,2,600
2025-04-22,06,7,1,4,800
2025-04-22,06,8,1,5,1400
2025-04-22,06,9,1,3,700
2025-04-22,06,10,6,1,1300
2025-04-22,01,1,1,4,900
2025-04-22,01,2,4,1,1200
2025-04-22,01,3,1,3,1100
2025-04-22,01,4,1,2,1100
2025-04-22,01,5,1,2,900
2025-04-22,01,6,1,5,1200
2025-04-22,01,7,1,2,600
2025-04-22,01,8,1,3,500
2025-04-22,01,9,4,5,7500
2025-04-22,01,10,1,3,800
2025-04-22,17,1,1,5,1100
2025-04-22,17,2,1,3,900
2025-04-22,17,3,1,4,1000
2025-04-22,17,4,1,2,800
2025-04-22,17,5,1,3,800
2025-04-22,17,6,1,3,800
2025-04-22,17,7,1,6,1800
2025-04-22,17,8,4,1,1000
2025-04-22,17,9,1,3,800
2025-04-22,17,10,1,6,1500
2025-04-22,17,11,1,3,800
2025-04-22,17,12,3,1,700
2025-04-22,18,1,6,1,1400
2025-04-22,18,2,3,2,3200
2025-04-22,18,3,1,3,600
2025-04-22,18,4,2,1,1200
2025-04-22,18,5,1,3,600
2025-04-22,18,6,1,6,1600
2025-04-22,18,7,1,4,1200
2025-04-22,18,8,4,6,6800
2025-04-22,18,9,1,3,700
2025-04-22,18,10,1,4,1500
2025-04-22,18,11,1,4,1000
2025-04-22,02,1,3,2,2300
2025-04-22,02,2,3,1,800
2025-04-22,02,3,2,1,800
2025-04-22,02,4,1,4,1000
2025-04-22,02,5,3,6,9600
2025-04-22,02,6,1,2,600
2025-04-22,02,7,2,6,2900
2025-04-22,02,8,1,4,900
2025-04-22,02,9,1,5,1400
2025-04-22,02,10,3,1,1100
2025-04-22,02,11,5,1,1500
2025-04-22,14,1,1,3,500
2025-04-22,14,2,1,2,800
2025-04-22,14,3,3,1,1500
2025-04-22,14,4,2,1,700
2025-04-22,14,5,1,3,900
2025-04-22,14,6,1,3,500
2025-04-22,14,7,1,3,900
2025-04-22,14,8,5,4,3500
2025-04-22,14,9,1,4,800
2025-04-22,14,10,1,2,400
2025-04-22,04,1,1,3,900
2025-04-22,04,2,1,2,1100
2025-04-22,04,3,1,6,2900
2025-04-22,04,4,1,3,700
2025-04-22,04,5,3,2,3000
2025-04-22,04,6,3,1,1000
2025-04-22,04,7,1,3,500
2025-04-22,04,8,1,5,1300
2025-04-22,04,9,1,4,900
2025-04-22,04,10,2,1,1600
2025-04-23,22,1,3,1,1000
2025-04-23,22,2,1,3,600
2025-04-23,22,3,1,3,900
2025-04-23,22,4,1,3,1400
2025-04-23,22,5,1,2,600
2025-04-23,22,6,1,3,600
2025-04-23,22,7,3,2,1800
2025-04-23,22,8,1,2,900
2025-04-23,22,9,1,3,900
2025-04-23,22,10,1,3,700
2025-04-23,22,11,3,2,3600
2025-04-23,12,1,1,2,900
2025-04-23,12,2,2,4,2500
2025-04-23,12,3,3,2,2900
2025-04-23,12,4,4,3,4200
2025-04-23,12,5,3,4,3700
2025-04-23,12,6,1,2,400
2025-04-23,12,7,1,4,1200
2025-04-23,12,8,2,1,1100
2025-04-23,12,9,1,2,500
2025-04-23,12,10,2,5,5100
2025-04-23,12,11,1,3,800
2025-04-23,11,1,1,3,700
2025-04-23,11,2,5,1,1800
2025-04-23,11,3,1,3,900
2025-04-23,11,4,4,1,2400
2025-04-23,11,5,4,2,4200
2025-04-23,11,6,2,1,600
2025-04-23,11,7,1,2,800
2025-04-23,11,8,3,2,2500
2025-04-23,11,9,1,2,700
2025-04-23,11,10,2,1,1200
2025-04-23,17,1,1,5,1300
2025-04-23,17,2,5,1,1800
2025-04-23,17,3,1,4,1200
2025-04-23,17,4,5,4,4300
2025-04-23,17,5,1,3,600
2025-04-23,17,6,2,1,700
2025-04-23,17,7,2,1,800
2025-04-23,17,8,1,4,1300
2025-04-23,17,9,1,5,1300
2025-04-23,17,10,1,6,1300
2025-04-23,15,1,4,2,2600
2025-04-23,15,2,5,2,2900
2025-04-23,15,3,2,3,2300
2025-04-23,15,4,5,1,2700
2025-04-23,15,5,2,1,800
2025-04-23,15,6,4,1,1800
2025-04-23,15,7,1,3,600
2025-04-23,15,8,1,2,800
2025-04-23,15,9,4,1,2600
2025-04-23,15,10,5,1,1800
2025-04-23,15,11,3,1,800
2025-04-23,15,12,3,1,1600
2025-04-23,21,1,2,1,1500
2025-04-23,21,2,2,3,2400
2025-04-23,21,3,1,2,500
2025-04-23,21,4,1,4,1000
2025-04-23,21,5,1,3,500
2025-04-23,21,6,1,5,1400
2025-04-23,21,7,4,1,1600
2025-04-23,21,8,3,1,800
2025-04-23,21,9,4,2,3100
2025-04-23,21,10,5,1,1700
2025-04-23,21,11,1,2,500
2025-04-23,21,12,1,2,600
2025-04-23,20,1,1,5,1000
2025-04-23,20,2,1,3,600
2025-04-23,20,3,1,2,600
2025-04-23,20,4,2,1,900
2025-04-23,20,5,1,5,1600
2025-04-23,20,6,1,6,1500
2025-04-23,20,7,2,1,900
2025-04-23,20,8,1,5,1200
2025-04-23,20,9,3,1,800
2025-04-23,20,10,1,5,1100
2025-04-23,02,1,1,2,500
2025-04-23,02,2,1,5,2100
2025-04-23,02,3,1,6,2500
2025-04-23,02,4,1,2,600
2025-04-23,02,5,1,4,800
2025-04-23,02,6,1,2,500
2025-04-23,02,7,1,6,2100
2025-04-23,02,8,1,2,800
2025-04-23,02,9,1,2,500
2025-04-23,02,10,1,3,900
2025-04-23,05,1,1,5,1200
2025-04-23,05,2,1,5,1800
2025-04-23,05,3,1,3,800
2025-04-23,05,4,5,3,4400
2025-04-23,05,5,1,3,900
2025-04-23,05,6,1,2,400
2025-04-23,05,7,2,1,800
2025-04-23,05,8,4,1,1300
2025-04-23,05,9,1,2,400
2025-04-23,05,10,2,3,2700
2025-04-23,05,11,1,3,800
2025-04-23,10,1,1,2,500
2025-04-23,10,2,1,3,1000
2025-04-23,10,3,1,2,700
2025-04-23,10,4,5,2,3800
2025-04-23,10,5,1,2,600
2025-04-23,10,6,1,3,500
2025-04-23,10,7,1,4,1200
2025-04-23,10,8,1,3,500
2025-04-23,10,9,6,4,10300
2025-04-23,10,10,1,4,700
2025-04-23,10,11,6,1,2000
2025-04-24,07,1,1,4,1000
2025-04-24,07,2,1,2,700
2025-04-24,07,3,1,4,1000
2025-04-24,07,4,1,3,600
2025-04-24,07,5,3,1,1200
2025-04-24,07,6,1,2,600
2025-04-24,07,7,2,3,2700
2025-04-24,07,8,1,5,1000
2025-04-24,07,9,2,1,1100
2025-04-24,07,10,1,3,600
2025-04-24,07,11,1,4,900
2025-04-24,07,12,1,2,600
2025-04-24,09,1,6,1,2800
2025-04-24,09,2,1,5,1300
2025-04-24,09,3,1,3,600
2025-04-24,09,4,4,1,1400
2025-04-24,09,5,1,6,1500
2025-04-24,09,6,4,1,1700
2025-04-24,09,7,2,1,1100
2025-04-24,09,8,1,4,1100
2025-04-24,09,9,1,3,700
2025-04-24,09,10,1,6,1800
2025-04-24,12,1,1,3,800
2025-04-24,12,2,2,1,800
2025-04-24,12,3,1,2,600
2025-04-24,12,4,2,4,3000
2025-04-24,12,5,1,3,400
2025-04-24,12,6,1,5,1200
2025-04-24,12,7,1,2,700
2025-04-24,12,8,4,3,4700
2025-04-24,12,9,3,1,800
2025-04-24,12,10,1,5,1500
2025-04-24,12,11,4,3,2500
2025-04-24,14,1,1,6,1300
2025-04-24,14,2,1,2,600
2025-04-24,14,3,1,2,700
2025-04-24,14,4,1,3,500
2025-04-24,14,5,1,4,800
2025-04-24,14,6,3,4,1700
2025-04-24,14,7,2,1,1100
2025-04-24,14,8,3,2,2500
2025-04-24,14,9,1,4,1000
2025-04-24,14,10,1,3,700
2025-04-24,01,1,1,2,1000
2025-04-24,01,2,1,2,500
2025-04-24,01,3,1,3,500
2025-04-24,01,4,1,4,1000
2025-04-24,01,5,1,3,600
2025-04-24,01,6,2,1,800
2025-04-24,01,7,2,1,900
2025-04-24,01,8,1,2,800
2025-04-24,01,9,1,2,400
2025-04-24,01,10,1,2,900
2025-04-24,01,11,3,1,1100
2025-04-24,10,1,1,3,700
2025-04-24,10,2,1,2,500
2025-04-24,10,3,2,1,1100
2025-04-24,10,4,2,1,700
2025-04-24,10,5,1,2,600
2025-04-24,10,6,5,4,9800
2025-04-24,10,7,1,2,700
2025-04-24,10,8,3,1,1400
2025-04-24,10,9,2,1,900
2025-04-24,10,10,1,2,800
2025-04-24,10,11,2,4,4500
2025-04-24,22,1,1,2,500
2025-04-24,22,2,5,2,2500
2025-04-24,22,3,1,2,800
2025-04-24,22,4,6,4,14800
2025-04-24,22,5,1,5,1600
2025-04-24,22,6,1,5,700
2025-04-24,22,7,1,4,700
2025-04-24,22,8,4,6,11900
2025-04-24,22,9,2,1,800
2025-04-24,22,10,4,3,3400
2025-04-24,04,1,4,6,5400
2025-04-24,04,2,4,1,1500
2025-04-24,04,3,1,2,600
2025-04-24,04,4,3,4,2800
2025-04-24,04,5,3,5,3500
2025-04-24,04,6,2,1,900
2025-04-24,04,7,1,3,600
2025-04-24,04,8,3,4,3800
2025-04-24,04,9,3,1,1100
2025-04-24,04,10,6,1,1700
2025-04-24,04,11,1,2,1000
2025-04-24,04,12,5,1,900
2025-04-24,06,1,1,6,1300
2025-04-24,06,2,4,5,5200
2025-04-24,06,3,1,3,1000
2025-04-24,06,4,1,3,800
2025-04-24,06,5,1,5,900
2025-04-24,06,6,5,1,2500
2025-04-24,06,7,2,1,800
2025-04-24,06,8,3,1,800
2025-04-24,06,9,1,2,500
2025-04-24,06,10,2,1,800
2025-04-24,23,1,2,6,5200
2025-04-24,23,2,5,3,4200
2025-04-24,23,3,1,2,500
2025-04-24,23,4,1,6,1400
2025-04-24,23,5,1,5,900
2025-04-24,23,6,1,2,800
2025-04-24,23,7,1,4,1200
2025-04-24,23,8,2,1,1100
2025-04-24,23,9,1,3,600
2025-04-24,23,10,1,3,700
2025-04-24,23,11,3,6,7200
2025-04-24,23,12,1,5,1800
2025-04-25,04,1,1,4,600
2025-04-25,04,2,1,2,300
2025-04-25,04,3,2,1,800
2025-04-25,04,4,2,6,4100
2025-04-25,04,5,1,3,900
2025-04-25,04,6,1,2,500
2025-04-25,04,7,1,2,600
2025-04-25,04,8,1,4,1100
2025-04-25,04,9,1,6,1000
2025-04-25,04,10,1,5,1500
2025-04-25,04,11,2,5,3300
2025-04-25,02,1,3,1,1100
2025-04-25,02,2,1,3,400
2025-04-25,02,3,1,4,700
2025-04-25,02,4,1,4,800
2025-04-25,02,5,5,4,7800
2025-04-25,02,6,2,4,2800
2025-04-25,02,7,4,1,2100
2025-04-25,02,8,2,4,2600
2025-04-25,02,9,2,1,800
2025-04-25,02,10,1,3,1000
2025-04-25,13,1,1,5,1400
2025-04-25,13,2,1,5,800
2025-04-25,13,3,6,1,2400
2025-04-25,13,4,2,3,2400
2025-04-25,13,5,4,1,1200
2025-04-25,13,6,1,2,600
2025-04-25,13,7,1,4,800
2025-04-25,13,8,2,4,3200
2025-04-25,13,9,1,2,700
2025-04-25,13,10,1,3,1300
2025-04-25,13,11,2,1,600
2025-04-25,20,1,1,2,500
2025-04-25,20,2,2,4,2400
2025-04-25,20,3,1,2,600
2025-04-25,20,4,4,3,3800
2025-04-25,20,5,1,6,1100
2025-04-25,20,6,1,6,1300
2025-04-25,20,7,3,2,3400
2025-04-25,20,8,4,1,1200
2025-04-25,20,9,2,3,2700
2025-04-25,20,10,1,2,800
2025-04-25,19,1,1,3,1000
2025-04-25,19,2,1,3,400
2025-04-25,19,3,5,4,3800
2025-04-25,19,4,1,2,900
2025-04-25,19,5,1,6,1500
2025-04-25,19,6,2,1,1100
2025-04-25,19,7,1,4,1000
2025-04-25,19,8,1,2,600
2025-04-25,19,9,2,1,600
2025-04-25,19,10,4,2,2000
2025-04-25,19,11,1,3,900
2025-04-25,18,1,5,6,7300
2025-04-25,18,2,3,1,1600
2025-04-25,18,3,2,3,2000
2025-04-25,18,4,1,2,800
2025-04-25,18,5,1,4,1000
2025-04-25,18,6,1,5,1300
2025-04-25,18,7,2,1,1100
2025-04-25,18,8,1,4,1400
2025-04-25,18,9,1,4,800
2025-04-25,18,10,1,4,1100
2025-04-26,19,1,1,2,600
2025-04-26,19,2,1,4,700
2025-04-26,19,3,1,3,500
2025-04-26,19,4,1,6,1500
2025-04-26,19,5,1,2,400
2025-04-26,19,6,1,4,1100
2025-04-26,19,7,3,1,1200
2025-04-26,19,8,1,2,800
2025-04-26,19,9,1,2,600
2025-04-26,19,10,2,1,800
2025-04-26,19,11,6,1,2800
2025-04-26,07,1,1,3,700
2025-04-26,07,2,1,4,800
2025-04-26,07,3,3,1,700
2025-04-26,07,4,5,1,1800
2025-04-26,07,5,1,4,1400
2025-04-26,07,6,4,2,3800
2025-04-26,07,7,1,2,500
2025-04-26,07,8,1,3,900
2025-04-26,07,9,3,5,4800
2025-04-26,07,10,1,3,700
2025-04-26,18,1,1,5,1900
2025-04-26,18,2,1,3,900
2025-04-26,18,3,1,5,1100
2025-04-26,18,4,4,1,1100
2025-04-26,18,5,4,1,1200
2025-04-26,18,6,2,1,700
2025-04-26,18,7,1,6,1600
2025-04-26,18,8,6,1,2400
2025-04-26,18,9,2,6,10900
2025-04-26,18,10,1,5,1700
2025-04-26,18,11,1,2,500
2025-04-26,18,12,1,3,600
2025-04-26,24,1,3,4,3400
2025-04-26,24,2,1,6,2700
2025-04-26,24,3,1,3,900
2025-04-26,24,4,1,2,900
2025-04-26,24,5,2,1,1200
2025-04-26,24,6,1,3,1100
2025-04-26,24,7,2,3,1900
2025-04-26,24,8,2,1,700
2025-04-26,24,9,3,5,4400
2025-04-26,24,10,1,3,800
2025-04-26,24,11,1,5,1000
2025-04-26,12,1,4,1,1000
2025-04-26,12,2,1,2,800
2025-04-26,12,3,2,1,800
2025-04-26,12,4,1,2,700
2025-04-26,12,5,4,1,1000
2025-04-26,12,6,1,5,1400
2025-04-26,12,7,1,5,1500
2025-04-26,12,8,1,5,1200
2025-04-26,12,9,5,1,1500
2025-04-26,12,10,3,1,900
2025-04-26,12,11,1,4,1500
2025-04-26,12,12,1,5,1100
2025-04-26,13,1,5,1,1400
2025-04-26,13,2,1,3,800
2025-04-26,13,3,1,5,1700
2025-04-26,13,4,1,5,1500
2025-04-26,13,5,2,1,600
2025-04-26,13,6,6,1,3200
2025-04-26,13,7,1,5,1400
2025-04-26,13,8,1,5,1300
2025-04-26,13,9,1,5,800
2025-04-26,13,10,1,2,700
2025-04-26,13,11,3,1,1300
2025-04-26,13,12,1,5,1000
2025-04-26,01,1,5,1,1400
2025-04-26,01,2,1,3,600
2025-04-26,01,3,1,5,1200
2025-04-26,01,4,2,1,800
2025-04-26,01,5,1,4,800
2025-04-26,01,6,1,6,2200
2025-04-26,01,7,1,5,800
2025-04-26,01,8,2,1,800
2025-04-26,01,9,1,3,600
2025-04-26,01,10,2,1,1200
2025-04-26,01,11,1,3,500
2025-04-26,01,12,1,2,1000
2025-04-27,12,1,2,1,1000
2025-04-27,12,2,2,5,2300
2025-04-27,12,3,2,4,3100
2025-04-27,12,4,1,5,1100
2025-04-27,12,5,2,4,3500
2025-04-27,12,6,1,4,1300
2025-04-27,12,7,5,4,7900
2025-04-27,12,8,1,2,800
2025-04-27,12,9,1,2,400
2025-04-27,12,10,1,2,500
2025-04-27,12,11,1,4,1100
2025-04-27,12,12,1,2,500
2025-04-27,17,1,1,6,1200
2025-04-27,17,2,3,1,600
2025-04-27,17,3,1,3,1100
2025-04-27,17,4,1,4,1000
2025-04-27,17,5,2,1,900
2025-04-27,17,6,2,1,1100
2025-04-27,17,7,1,5,1000
2025-04-27,17,8,1,2,700
2025-04-27,17,9,1,2,500
2025-04-27,17,10,2,1,1400
2025-04-27,17,11,1,2,500
2025-04-27,20,1,1,5,1500
2025-04-27,20,2,1,4,1300
2025-04-27,20,3,3,6,7200
2025-04-27,20,4,1,3,700
2025-04-27,20,5,1,2,800
2025-04-27,20,6,1,5,800
2025-04-27,20,7,2,1,700
2025-04-27,20,8,1,2,900
2025-04-27,20,9,1,2,800
2025-04-27,20,10,1,3,600
2025-04-27,19,1,4,1,2600
2025-04-27,19,2,1,2,700
2025-04-27,19,3,4,1,1300
2025-04-27,19,4,3,5,3700
2025-04-27,19,5,2,1,900
2025-04-27,19,6,1,3,1000
2025-04-27,19,7,1,3,900
2025-04-27,19,8,4,1,1700
2025-04-27,19,9,1,5,1400
2025-04-27,19,10,1,5,800
2025-04-27,19,11,1,4,1000
2025-04-27,13,1,1,2,500
2025-04-27,13,2,1,2,700
2025-04-27,13,3,1,3,900
2025-04-27,13,4,3,2,3400
2025-04-27,13,5,1,6,1300
2025-04-27,13,6,3,6,7200
2025-04-27,13,7,1,2,800
2025-04-27,13,8,1,3,700
2025-04-27,13,9,1,4,2000
2025-04-27,13,10,1,6,1000
2025-04-27,13,11,2,1,700
2025-04-27,13,12,3,1,1100
2025-04-27,02,1,6,5,15700
2025-04-27,02,2,3,1,1300
2025-04-27,02,3,3,1,1400
2025-04-27,02,4,1,4,1400
2025-04-27,02,5,1,2,600
2025-04-27,02,6,5,1,2500
2025-04-27,02,7,1,3,500
2025-04-27,02,8,1,3,1200
2025-04-27,02,9,1,5,1500
2025-04-27,02,10,1,5,1800
2025-04-28,09,1,1,4,1400
2025-04-28,09,2,4,2,5700
2025-04-28,09,3,4,1,1400
2025-04-28,09,4,1,3,900
2025-04-28,09,5,2,1,600
2025-04-28,09,6,1,3,800
2025-04-28,09,7,1,3,1400
2025-04-28,09,8,2,1,700
2025-04-28,09,9,2,1,900
2025-04-28,09,10,2,4,2600
2025-04-28,09,11,1,2,400
2025-04-28,10,1,1,3,900
2025-04-28,10,2,2,1,800
2025-04-28,10,3,1,6,1900
2025-04-28,10,4,1,4,1300
2025-04-28,10,5,4,2,4500
2025-04-28,10,6,2,1,700
2025-04-28,10,7,3,2,3100
2025-04-28,10,8,1,2,500
2025-04-28,10,9,2,3,3600
2025-04-28,10,10,3,1,1400
2025-04-28,10,11,1,3,700
2025-04-28,19,1,1,2,1100
2025-04-28,19,2,1,4,800
2025-04-28,19,3,1,2,700
2025-04-28,19,4,3,1,1100
2025-04-28,19,5,3,2,2800
2025-04-28,19,6,2,1,900
2025-04-28,19,7,1,3,500
2025-04-28,19,8,1,4,600
