jyo_cd,motor_no,motor_races,motor_avg_rank,motor_win_count,motor_top2_count,motor_win_pct,motor_top2_pct
17,1,206,3.4,40,71,19.4,34.5
17,2,219,3.49,46,77,21.0,35.2
17,3,218,3.45,34,77,15.6,35.3
17,4,212,3.51,40,68,18.9,32.1
17,5,210,3.64,27,62,12.9,29.5
17,6,205,3.44,38,75,18.5,36.6
17,7,211,3.37,30,68,14.2,32.2
17,8,233,3.68,26,66,11.2,28.3
17,9,212,3.66,33,58,15.6,27.4
17,10,223,3.49,46,75,20.6,33.6
17,11,234,3.66,29,64,12.4,27.4
17,12,230,3.57,37,71,16.1,30.9
17,13,198,3.56,27,60,13.6,30.3
17,14,205,3.74,27,59,13.2,28.8
17,15,216,3.46,39,73,18.1,33.8
17,16,224,3.65,29,70,12.9,31.2
17,17,196,3.56,36,64,18.4,32.7
17,18,211,3.45,39,78,18.5,37.0
17,19,213,3.6,39,68,18.3,31.9
17,20,203,3.32,36,76,17.7,37.4
17,21,224,3.32,44,82,19.6,36.6
17,22,200,3.38,30,66,15.0,33.0
17,23,211,3.55,38,70,18.0,33.2
17,24,228,3.5,40,80,17.5,35.1
17,25,202,3.52,35,70,17.3,34.7
17,26,231,3.55,40,72,17.3,31.2
17,27,191,3.43,40,68,20.9,35.6
17,28,186,3.49,32,60,17.2,32.3
17,29,237,3.46,40,85,16.9,35.9
17,30,250,3.47,47,81,18.8,32.4
17,31,189,3.42,31,67,16.4,35.4
17,32,212,3.41,35,76,16.5,35.8
17,33,204,3.43,34,74,16.7,36.3
17,34,205,3.77,25,60,12.2,29.3
17,35,189,3.39,33,68,17.5,36.0
17,36,201,3.67,29,58,14.4,28.9
17,37,202,3.39,40,71,19.8,35.1
17,38,215,3.72,25,57,11.6,26.5
17,39,224,3.41,45,74,20.1,33.0
17,40,217,3.48,37,75,17.1,34.6
17,41,243,3.52,40,81,16.5,33.3
17,42,199,3.44,40,67,20.1,33.7
17,43,228,3.59,35,74,15.4,32.5
17,44,223,3.59,32,66,14.3,29.6
17,45,241,3.35,37,95,15.4,39.4
17,46,205,3.17,41,91,20.0,44.4
17,47,225,3.61,34,69,15.1,30.7
17,48,222,3.43,37,77,16.7,34.7
17,49,201,3.65,26,62,12.9,30.8
17,50,206,3.24,35,82,17.0,39.8
17,51,209,3.43,34,71,16.3,34.0
17,52,202,3.73,29,62,14.4,30.7
17,53,235,3.6,36,75,15.3,31.9
17,54,182,3.6,29,55,15.9,30.2
17,55,201,3.42,32,68,15.9,33.8
17,56,223,3.39,45,75,20.2,33.6
17,57,215,3.51,39,72,18.1,33.5
17,58,230,3.6,33,70,14.3,30.4
17,59,208,3.41,38,70,18.3,33.7
17,60,229,3.52,38,76,16.6,33.2
17,61,196,3.44,33,71,16.8,36.2
17,62,208,3.36,40,75,19.2,36.1
17,63,226,3.46,39,81,17.3,35.8
17,64,209,3.45,36,69,17.2,33.0
17,65,229,3.53,44,77,19.2,33.6
17,66,208,3.69,30,62,14.4,29.8
17,67,217,3.56,37,70,17.1,32.3
17,68,223,3.52,43,73,19.3,32.7
17,69,230,3.46,36,80,15.7,34.8
17,70,223,3.39,34,78,15.2,35.0
17,71,225,3.64,28,76,12.4,33.8
17,72,210,3.28,42,81,20.0,38.6
17,73,183,3.5,30,59,16.4,32.2
17,74,222,3.55,39,68,17.6,30.6
17,75,207,3.57,28,63,13.5,30.4
17,76,222,3.36,43,82,19.4,36.9
17,77,203,3.47,30,68,14.8,33.5
17,78,235,3.58,39,79,16.6,33.6
17,79,232,3.4,43,80,18.5,34.5
18,1,230,3.56,36,77,15.7,33.5
18,2,217,3.39,40,70,18.4,32.3
18,3,218,3.43,40,77,18.3,35.3
18,4,219,3.33,38,84,17.4,38.4
18,5,220,3.42,39,75,17.7,34.1
18,6,190,3.63,25,61,13.2,32.1
18,7,225,3.54,38,72,16.9,32.0
18,8,215,3.5,36,69,16.7,32.1
18,9,209,3.52,29,70,13.9,33.5
18,10,208,3.46,31,69,14.9,33.2
18,11,202,3.44,31,66,15.3,32.7
18,12,227,3.42,33,75,14.5,33.0
18,13,216,3.4,31,71,14.4,32.9
18,14,196,3.31,37,80,18.9,40.8
18,15,238,3.37,49,86,20.6,36.1
18,16,177,3.69,20,43,11.3,24.3
18,17,193,3.54,30,56,15.5,29.0
18,18,196,3.51,33,61,16.8,31.1
18,19,199,3.71,33,64,16.6,32.2
18,20,214,3.35,36,77,16.8,36.0
18,21,192,3.39,35,68,18.2,35.4
18,22,211,3.64,32,67,15.2,31.8
18,23,230,3.55,37,72,16.1,31.3
18,24,221,3.56,36,69,16.3,31.2
18,25,207,3.32,37,71,17.9,34.3
18,26,229,3.59,33,72,14.4,31.4
18,27,229,3.55,37,77,16.2,33.6
18,28,187,3.47,29,60,15.5,32.1
18,29,224,3.51,34,75,15.2,33.5
18,30,215,3.52,38,72,17.7,33.5
18,31,206,3.34,43,75,20.9,36.4
18,32,202,3.47,37,65,18.3,32.2
18,33,220,3.43,39,77,17.7,35.0
18,34,194,3.64,35,53,18.0,27.3
18,35,218,3.49,37,73,17.0,33.5
18,36,208,3.57,29,62,13.9,29.8
18,37,191,3.6,30,61,15.7,31.9
18,38,222,3.76,34,62,15.3,27.9
18,39,226,3.33,43,83,19.0,36.7
18,40,199,3.3,40,78,20.1,39.2
18,41,204,3.39,34,77,16.7,37.7
18,42,235,3.69,35,69,14.9,29.4
18,43,216,3.63,35,64,16.2,29.6
18,44,210,3.4,26,73,12.4,34.8
18,45,237,3.49,43,79,18.1,33.3
18,46,250,3.46,44,87,17.6,34.8
18,47,208,3.62,32,67,15.4,32.2
18,48,203,3.56,38,62,18.7,30.5
18,49,229,3.48,33,81,14.4,35.4
18,50,211,3.37,43,81,20.4,38.4
18,51,236,3.53,35,78,14.8,33.1
18,52,212,3.58,34,70,16.0,33.0
18,53,207,3.45,32,72,15.5,34.8
18,54,217,3.47,41,69,18.9,31.8
18,55,188,3.54,32,64,17.0,34.0
18,56,208,3.49,33,66,15.9,31.7
18,57,213,3.48,41,74,19.2,34.7
18,58,236,3.25,54,95,22.9,40.3
18,59,209,3.46,29,75,13.9,35.9
18,60,216,3.55,34,67,15.7,31.0
18,61,256,3.6,45,81,17.6,31.6
18,62,207,3.37,43,76,20.8,36.7
18,63,228,3.43,43,86,18.9,37.7
18,64,224,3.48,27,73,12.1,32.6
18,65,231,3.61,35,75,15.2,32.5
18,66,204,3.5,34,62,16.7,30.4
18,67,217,3.49,40,80,18.4,36.9
18,68,208,3.62,34,70,16.3,33.7
18,69,197,3.51,35,67,17.8,34.0
18,70,217,3.61,31,65,14.3,30.0
18,71,178,3.54,31,61,17.4,34.3
18,72,205,3.63,36,69,17.6,33.7
18,73,216,3.56,28,63,13.0,29.2
18,74,208,3.39,46,74,22.1,35.6
18,75,199,3.64,34,67,17.1,33.7
18,76,210,3.42,36,68,17.1,32.4
18,77,190,3.35,35,74,18.4,38.9
18,78,195,3.83,26,55,13.3,28.2
18,79,213,3.6,31,65,14.6,30.5
19,1,228,3.62,33,68,14.5,29.8
19,2,203,3.3,35,74,17.2,36.5
19,3,240,3.55,35,77,14.6,32.1
19,4,213,3.39,47,79,22.1,37.1
19,5,197,3.56,24,61,12.2,31.0
19,6,204,3.55,28,69,13.7,33.8
19,7,216,3.41,40,77,18.5,35.6
19,8,204,3.64,33,61,16.2,29.9
19,9,208,3.41,41,71,19.7,34.1
19,10,203,3.62,27,62,13.3,30.5
19,11,242,3.5,46,82,19.0,33.9
19,12,207,3.26,48,79,23.2,38.2
19,13,216,3.49,41,80,19.0,37.0
19,14,219,3.36,45,77,20.5,35.2
19,15,213,3.62,36,68,16.9,31.9
19,16,235,3.51,42,75,17.9,31.9
19,17,219,3.55,36,73,16.4,33.3
19,18,216,3.55,30,74,13.9,34.3
19,19,224,3.33,35,86,15.6,38.4
19,20,219,3.54,35,61,16.0,27.9
19,21,211,3.43,37,73,17.5,34.6
19,22,192,3.6,29,60,15.1,31.2
19,23,218,3.64,32,70,14.7,32.1
19,24,208,3.65,26,66,12.5,31.7
19,25,189,3.75,26,58,13.8,30.7
19,26,241,3.54,45,81,18.7,33.6
19,27,239,3.4,47,87,19.7,36.4
19,28,242,3.36,39,86,16.1,35.5
19,29,227,3.37,43,84,18.9,37.0
19,30,202,3.57,31,63,15.3,31.2
19,31,189,3.45,37,69,19.6,36.5
19,32,217,3.49,32,75,14.7,34.6
19,33,219,3.53,39,68,17.8,31.1
19,34,203,3.46,33,77,16.3,37.9
19,35,205,3.56,29,67,14.1,32.7
19,36,233,3.46,44,80,18.9,34.3
19,37,222,3.42,33,81,14.9,36.5
19,38,209,3.46,32,66,15.3,31.6
19,39,220,3.52,38,76,17.3,34.5
19,40,217,3.46,31,70,14.3,32.3
19,41,238,3.63,26,70,10.9,29.4
19,42,214,3.55,32,67,15.0,31.3
19,43,208,3.52,40,71,19.2,34.1
19,44,197,3.41,38,70,19.3,35.5
19,45,238,3.32,39,93,16.4,39.1
19,46,226,3.36,42,84,18.6,37.2
19,47,225,3.49,43,79,19.1,35.1
19,48,238,3.53,33,77,13.9,32.4
19,49,234,3.55,40,75,17.1,32.1
19,50,236,3.44,37,80,15.7,33.9
19,51,223,3.5,38,73,17.0,32.7
19,52,204,3.59,31,63,15.2,30.9
19,53,205,3.77,23,50,11.2,24.4
19,54,212,3.48,39,64,18.4,30.2
19,55,224,3.4,34,80,15.2,35.7
19,56,216,3.56,33,69,15.3,31.9
19,57,193,3.49,30,60,15.5,31.1
19,58,212,3.51,34,65,16.0,30.7
19,59,206,3.54,37,64,18.0,31.1
19,60,246,3.52,43,83,17.5,33.7
19,61,205,3.64,33,59,16.1,28.8
19,62,203,3.62,28,60,13.8,29.6
19,63,221,3.63,36,64,16.3,29.0
19,64,203,3.38,40,73,19.7,36.0
19,65,216,3.33,47,82,21.8,38.0
19,66,211,3.69,27,62,12.8,29.4
19,67,190,3.63,31,58,16.3,30.5
19,68,202,3.5,37,73,18.3,36.1
19,69,250,3.36,52,95,20.8,38.0
19,70,224,3.52,31,70,13.8,31.2
19,71,214,3.43,42,74,19.6,34.6
19,72,206,3.5,31,62,15.0,30.1
19,73,249,3.53,45,80,18.1,32.1
19,74,231,3.45,38,80,16.5,34.6
19,75,219,3.33,43,84,19.6,38.4
19,76,222,3.54,40,78,18.0,35.1
19,77,209,3.44,26,71,12.4,34.0
19,78,216,3.48,37,69,17.1,31.9
19,79,203,3.6,37,64,18.2,31.5
20,1,221,3.47,42,73,19.0,33.0
20,2,229,3.77,31,63,13.5,27.5
20,3,195,3.45,38,67,19.5,34.4
20,4,210,3.6,32,61,15.2,29.0
20,5,207,3.57,31,67,15.0,32.4
20,6,222,3.79,26,55,11.7,24.8
20,7,177,3.45,29,54,16.4,30.5
20,8,207,3.52,35,68,16.9,32.9
20,9,194,3.38,36,71,18.6,36.6
20,10,232,3.45,41,80,17.7,34.5
20,11,207,3.48,35,74,16.9,35.7
20,12,223,3.7,36,61,16.1,27.4
20,13,208,3.52,40,61,19.2,29.3
20,14,245,3.3,38,91,15.5,37.1
20,15,230,3.49,36,76,15.7,33.0
20,16,233,3.63,32,66,13.7,28.3
20,17,197,3.34,43,76,21.8,38.6
20,18,201,3.58,32,69,15.9,34.3
20,19,201,3.52,31,68,15.4,33.8
20,20,214,3.36,39,81,18.2,37.9
20,21,226,3.55,34,70,15.0,31.0
20,22,230,3.44,44,78,19.1,33.9
20,23,207,3.57,31,63,15.0,30.4
20,24,209,3.51,38,72,18.2,34.4
20,25,228,3.27,52,88,22.8,38.6
20,26,238,3.4,46,85,19.3,35.7
20,27,200,3.46,28,64,14.0,32.0
20,28,205,3.4,40,73,19.5,35.6
20,29,213,3.53,34,65,16.0,30.5
20,30,173,3.46,23,65,13.3,37.6
20,31,250,3.52,41,82,16.4,32.8
20,32,202,3.44,34,77,16.8,38.1
20,33,193,3.49,30,65,15.5,33.7
20,34,208,3.56,24,59,11.5,28.4
20,35,208,3.57,35,65,16.8,31.2
20,36,221,3.37,44,80,19.9,36.2
20,37,239,3.46,40,83,16.7,34.7
20,38,222,3.45,34,76,15.3,34.2
20,39,215,3.44,39,72,18.1,33.5
20,40,226,3.48,34,71,15.0,31.4
20,41,207,3.43,40,67,19.3,32.4
20,42,194,3.49,36,66,18.6,34.0
20,43,216,3.4,41,78,19.0,36.1
20,44,208,3.62,27,62,13.0,29.8
20,45,239,3.59,42,83,17.6,34.7
20,46,209,3.54,31,73,14.8,34.9
20,47,217,3.58,37,66,17.1,30.4
20,48,196,3.36,35,68,17.9,34.7
20,49,200,3.42,34,73,17.0,36.5
20,50,203,3.38,37,75,18.2,36.9
20,51,207,3.4,39,69,18.8,33.3
20,52,243,3.56,42,76,17.3,31.3
20,53,219,3.47,33,76,15.1,34.7
20,54,209,3.39,34,74,16.3,35.4
20,55,238,3.67,41,72,17.2,30.3
20,56,216,3.44,30,73,13.9,33.8
20,57,201,3.61,26,59,12.9,29.4
20,58,213,3.51,34,71,16.0,33.3
20,59,198,3.57,36,65,18.2,32.8
20,60,221,3.62,35,71,15.8,32.1
20,61,188,3.34,31,74,16.5,39.4
20,62,207,3.46,29,78,14.0,37.7
20,63,205,3.41,37,74,18.0,36.1
20,64,195,3.35,40,73,20.5,37.4
20,65,217,3.69,28,57,12.9,26.3
20,66,205,3.25,50,81,24.4,39.5
20,67,202,3.52,36,67,17.8,33.2
20,68,191,3.6,30,64,15.7,33.5
20,69,173,3.62,30,55,17.3,31.8
20,70,231,3.55,29,75,12.6,32.5
20,71,211,3.53,33,68,15.6,32.2
20,72,210,3.42,43,77,20.5,36.7
20,73,222,3.47,40,81,18.0,36.5
20,74,212,3.65,30,63,14.2,29.7
20,75,216,3.51,33,70,15.3,32.4
20,76,213,3.62,32,63,15.0,29.6
20,77,217,3.51,36,72,16.6,33.2
20,78,209,3.62,30,65,14.4,31.1
20,79,250,3.51,44,89,17.6,35.6
21,1,185,3.44,35,63,18.9,34.1
21,2,172,3.33,35,67,20.3,39.0
21,3,188,3.42,30,67,16.0,35.6
21,4,196,3.69,24,52,12.2,26.5
21,5,174,3.32,37,63,21.3,36.2
21,6,205,3.57,35,69,17.1,33.7
21,7,198,3.43,27,65,13.6,32.8
21,8,205,3.51,36,75,17.6,36.6
21,9,171,3.38,25,56,14.6,32.7
21,10,211,3.63,33,60,15.6,28.4
21,11,170,3.49,32,61,18.8,35.9
21,12,171,3.46,31,58,18.1,33.9
21,13,204,3.31,38,75,18.6,36.8
21,14,174,3.66,22,44,12.6,25.3
21,15,202,3.55,31,67,15.3,33.2
21,16,181,3.67,24,50,13.3,27.6
21,17,207,3.56,35,66,16.9,31.9
21,18,182,3.51,31,57,17.0,31.3
21,19,187,3.62,25,61,13.4,32.6
21,20,189,3.45,32,64,16.9,33.9
21,21,191,3.45,37,68,19.4,35.6
21,22,200,3.48,34,64,17.0,32.0
21,23,185,3.61,29,51,15.7,27.6
21,24,182,3.55,27,56,14.8,30.8
21,25,173,3.24,37,69,21.4,39.9
21,26,189,3.6,25,60,13.2,31.7
21,27,182,3.53,26,63,14.3,34.6
21,28,205,3.5,35,67,17.1,32.7
21,29,213,3.52,40,69,18.8,32.4
21,30,204,3.34,42,80,20.6,39.2
21,31,175,3.53,28,49,16.0,28.0
21,32,210,3.53,30,68,14.3,32.4
21,33,180,3.34,24,66,13.3,36.7
21,34,223,3.47,45,74,20.2,33.2
21,35,192,3.59,29,60,15.1,31.2
21,36,201,3.3,36,72,17.9,35.8
21,37,194,3.57,25,62,12.9,32.0
21,38,206,3.73,35,59,17.0,28.6
21,39,198,3.64,32,60,16.2,30.3
21,40,178,3.44,30,65,16.9,36.5
21,41,189,3.4,31,72,16.4,38.1
21,42,195,3.53,32,63,16.4,32.3
21,43,188,3.59,31,61,16.5,32.4
21,44,180,3.59,27,58,15.0,32.2
21,45,231,3.5,37,76,16.0,32.9
21,46,193,3.32,38,70,19.7,36.3
21,47,149,3.59,22,50,14.8,33.6
21,48,178,3.34,33,71,18.5,39.9
21,49,187,3.45,32,63,17.1,33.7
21,50,199,3.4,38,71,19.1,35.7
21,51,195,3.36,38,68,19.5,34.9
21,52,186,3.62,32,56,17.2,30.1
21,53,210,3.49,33,69,15.7,32.9
21,54,219,3.6,33,63,15.1,28.8
21,55,183,3.4,32,69,17.5,37.7
21,56,191,3.5,34,63,17.8,33.0
21,57,205,3.64,33,63,16.1,30.7
21,58,192,3.47,32,60,16.7,31.2
21,59,209,3.44,31,68,14.8,32.5
21,60,186,3.42,30,69,16.1,37.1
21,61,188,3.49,33,65,17.6,34.6
21,62,215,3.67,39,68,18.1,31.6
21,63,188,3.47,35,65,18.6,34.6
21,64,178,3.53,27,57,15.2,32.0
21,65,185,3.64,21,57,11.4,30.8
21,66,212,3.27,44,82,20.8,38.7
21,67,219,3.6,37,72,16.9,32.9
21,68,165,3.49,35,59,21.2,35.8
21,69,181,3.48,31,63,17.1,34.8
21,70,208,3.4,37,76,17.8,36.5
21,71,204,3.53,32,66,15.7,32.4
21,72,180,3.8,28,43,15.6,23.9
21,73,182,3.51,32,62,17.6,34.1
21,74,184,3.54,31,66,16.8,35.9
21,75,177,3.43,31,63,17.5,35.6
21,76,188,3.61,28,64,14.9,34.0
21,77,171,3.37,25,62,14.6,36.3
21,78,200,3.52,33,63,16.5,31.5
21,79,183,3.47,29,64,15.8,35.0
22,1,188,3.6,22,60,11.7,31.9
22,2,224,3.58,35,73,15.6,32.6
22,3,235,3.48,43,80,18.3,34.0
22,4,191,3.39,30,71,15.7,37.2
22,5,231,3.39,34,82,14.7,35.5
22,6,209,3.47,36,74,17.2,35.4
22,7,202,3.42,31,70,15.3,34.7
22,8,236,3.41,44,81,18.6,34.3
22,9,227,3.47,40,74,17.6,32.6
22,10,203,3.55,24,61,11.8,30.0
22,11,220,3.52,38,69,17.3,31.4
22,12,230,3.54,38,74,16.5,32.2
22,13,210,3.57,33,71,15.7,33.8
22,14,225,3.45,47,83,20.9,36.9
22,15,221,3.49,37,81,16.7,36.7
22,16,247,3.51,38,81,15.4,32.8
22,17,214,3.46,41,74,19.2,34.6
22,18,219,3.25,49,84,22.4,38.4
22,19,224,3.61,36,67,16.1,29.9
22,20,209,3.42,35,66,16.7,31.6
22,21,193,3.56,32,61,16.6,31.6
22,22,218,3.24,42,80,19.3,36.7
22,23,203,3.42,31,78,15.3,38.4
22,24,220,3.35,46,86,20.9,39.1
22,25,235,3.45,38,83,16.2,35.3
22,26,224,3.47,40,73,17.9,32.6
22,27,221,3.63,35,66,15.8,29.9
22,28,221,3.64,33,65,14.9,29.4
22,29,241,3.3,48,99,19.9,41.1
22,30,204,3.38,42,74,20.6,36.3
22,31,189,3.77,30,56,15.9,29.6
22,32,218,3.67,28,72,12.8,33.0
22,33,230,3.37,43,80,18.7,34.8
22,34,219,3.65,31,69,14.2,31.5
22,35,210,3.65,27,59,12.9,28.1
22,36,198,3.46,39,67,19.7,33.8
22,37,211,3.59,35,64,16.6,30.3
22,38,219,3.71,27,64,12.3,29.2
22,39,196,3.38,44,65,22.4,33.2
22,40,198,3.68,28,57,14.1,28.8
22,41,206,3.34,42,74,20.4,35.9
22,42,220,3.62,37,73,16.8,33.2
22,43,217,3.55,33,68,15.2,31.3
22,44,211,3.52,29,69,13.7,32.7
22,45,210,3.72,30,56,14.3,26.7
22,46,204,3.6,26,60,12.7,29.4
22,47,219,3.51,37,73,16.9,33.3
22,48,208,3.5,29,73,13.9,35.1
22,49,215,3.64,34,65,15.8,30.2
22,50,223,3.5,34,71,15.2,31.8
22,51,198,3.53,28,62,14.1,31.3
22,52,228,3.5,41,79,18.0,34.6
22,53,223,3.37,48,83,21.5,37.2
22,54,213,3.27,41,83,19.2,39.0
22,55,232,3.66,34,69,14.7,29.7
22,56,214,3.48,35,76,16.4,35.5
22,57,198,3.43,32,69,16.2,34.8
22,58,193,3.62,30,65,15.5,33.7
22,59,194,3.53,31,64,16.0,33.0
22,60,221,3.47,32,71,14.5,32.1
22,61,210,3.3,49,69,23.3,32.9
22,62,219,3.66,34,63,15.5,28.8
22,63,210,3.55,33,71,15.7,33.8
22,64,203,3.46,36,71,17.7,35.0
22,65,209,3.39,36,71,17.2,34.0
22,66,202,3.41,46,74,22.8,36.6
22,67,209,3.36,36,75,17.2,35.9
22,68,225,3.59,38,69,16.9,30.7
22,69,222,3.48,39,80,17.6,36.0
22,70,200,3.67,30,59,15.0,29.5
22,71,224,3.51,37,75,16.5,33.5
22,72,208,3.39,37,76,17.8,36.5
22,73,217,3.44,35,71,16.1,32.7
22,74,220,3.6,27,68,12.3,30.9
22,75,204,3.66,31,60,15.2,29.4
22,76,207,3.38,32,77,15.5,37.2
22,77,243,3.42,41,78,16.9,32.1
22,78,245,3.42,45,89,18.4,36.3
22,79,211,3.63,33,63,15.6,29.9
23,1,195,3.45,38,69,19.5,35.4
23,2,201,3.46,32,68,15.9,33.8
23,3,192,3.61,32,59,16.7,30.7
23,4,215,3.59,27,69,12.6,32.1
23,5,203,3.67,25,63,12.3,31.0
23,6,203,3.59,35,69,17.2,34.0
23,7,225,3.56,40,68,17.8,30.2
23,8,232,3.36,44,90,19.0,38.8
23,9,201,3.33,34,79,16.9,39.3
23,10,211,3.39,40,79,19.0,37.4
23,11,210,3.41,32,79,15.2,37.6
23,12,227,3.4,46,81,20.3,35.7
23,13,202,3.38,36,70,17.8,34.7
23,14,213,3.48,33,69,15.5,32.4
23,15,194,3.47,34,68,17.5,35.1
23,16,211,3.43,35,73,16.6,34.6
23,17,201,3.76,20,50,10.0,24.9
23,18,235,3.58,36,78,15.3,33.2
23,19,210,3.57,37,66,17.6,31.4
23,20,201,3.64,33,62,16.4,30.8
23,21,224,3.56,36,75,16.1,33.5
23,22,249,3.3,50,100,20.1,40.2
23,23,245,3.39,43,89,17.6,36.3
23,24,201,3.48,44,68,21.9,33.8
23,25,228,3.29,46,79,20.2,34.6
23,26,199,3.69,26,59,13.1,29.6
23,27,200,3.34,35,75,17.5,37.5
23,28,213,3.45,36,73,16.9,34.3
23,29,201,3.73,34,65,16.9,32.3
23,30,215,3.59,34,67,15.8,31.2
23,31,189,3.63,28,56,14.8,29.6
23,32,223,3.64,35,67,15.7,30.0
23,33,211,3.54,25,68,11.8,32.2
23,34,243,3.41,48,89,19.8,36.6
23,35,224,3.48,38,77,17.0,34.4
23,36,192,3.31,42,72,21.9,37.5
23,37,201,3.53,32,64,15.9,31.8
23,38,212,3.44,32,80,15.1,37.7
23,39,199,3.56,25,53,12.6,26.6
23,40,226,3.48,41,75,18.1,33.2
23,41,217,3.53,37,66,17.1,30.4
23,42,229,3.53,36,80,15.7,34.9
23,43,196,3.53,31,65,15.8,33.2
23,44,204,3.17,52,85,25.5,41.7
23,45,196,3.67,36,49,18.4,25.0
23,46,225,3.71,26,59,11.6,26.2
23,47,217,3.56,31,73,14.3,33.6
23,48,192,3.59,31,57,16.1,29.7
23,49,201,3.53,36,70,17.9,34.8
23,50,247,3.51,38,76,15.4,30.8
23,51,232,3.57,39,72,16.8,31.0
23,52,197,3.52,30,64,15.2,32.5
23,53,206,3.63,29,62,14.1,30.1
23,54,228,3.54,40,77,17.5,33.8
23,55,182,3.49,31,65,17.0,35.7
23,56,197,3.72,29,58,14.7,29.4
23,57,204,3.45,34,73,16.7,35.8
23,58,231,3.35,46,85,19.9,36.8
23,59,191,3.46,32,64,16.8,33.5
23,60,217,3.37,39,72,18.0,33.2
23,61,200,3.38,36,66,18.0,33.0
23,62,193,3.31,41,73,21.2,37.8
23,63,200,3.38,49,74,24.5,37.0
23,64,194,3.22,35,70,18.0,36.1
23,65,207,3.38,36,78,17.4,37.7
23,66,214,3.34,47,81,22.0,37.9
23,67,221,3.8,30,62,13.6,28.1
23,68,202,3.69,20,50,9.9,24.8
23,69,207,3.45,32,68,15.5,32.9
23,70,207,3.43,37,76,17.9,36.7
23,71,216,3.57,27,69,12.5,31.9
23,72,207,3.65,29,66,14.0,31.9
23,73,225,3.4,35,78,15.6,34.7
23,74,205,3.39,31,69,15.1,33.7
23,75,178,3.67,25,52,14.0,29.2
23,76,199,3.68,29,55,14.6,27.6
23,77,230,3.33,48,87,20.9,37.8
23,78,190,3.49,24,57,12.6,30.0
23,79,209,3.66,32,67,15.3,32.1
24,1,199,3.54,29,61,14.6,30.7
24,2,219,3.37,46,90,21.0,41.1
24,3,198,3.35,33,71,16.7,35.9
24,4,192,3.41,35,66,18.2,34.4
24,5,192,3.27,36,75,18.8,39.1
24,6,202,3.43,37,75,18.3,37.1
24,7,202,3.6,31,68,15.3,33.7
24,8,198,3.77,29,58,14.6,29.3
24,9,171,3.52,22,56,12.9,32.7
24,10,159,3.65,25,53,15.7,33.3
24,11,222,3.71,24,57,10.8,25.7
24,12,174,3.53,23,52,13.2,29.9
24,13,187,3.51,35,66,18.7,35.3
24,14,177,3.77,22,46,12.4,26.0
24,15,202,3.45,34,68,16.8,33.7
24,16,219,3.43,38,80,17.4,36.5
24,17,189,3.64,33,56,17.5,29.6
24,18,207,3.5,36,64,17.4,30.9
24,19,172,3.49,29,60,16.9,34.9
24,20,215,3.57,36,70,16.7,32.6
24,21,186,3.62,31,60,16.7,32.3
24,22,185,3.64,28,59,15.1,31.9
24,23,195,3.47,40,64,20.5,32.8
24,24,198,3.67,30,60,15.2,30.3
24,25,191,3.52,29,63,15.2,33.0
24,26,206,3.53,31,70,15.0,34.0
24,27,221,3.56,44,73,19.9,33.0
24,28,186,3.37,34,68,18.3,36.6
24,29,201,3.25,46,81,22.9,40.3
24,30,204,3.63,29,63,14.2,30.9
24,31,191,3.43,31,67,16.2,35.1
24,32,180,3.53,27,61,15.0,33.9
24,33,206,3.84,25,53,12.1,25.7
24,34,202,3.5,35,63,17.3,31.2
24,35,187,3.66,24,57,12.8,30.5
24,36,189,3.32,36,77,19.0,40.7
24,37,187,3.43,34,73,18.2,39.0
24,38,203,3.66,33,69,16.3,34.0
24,39,211,3.45,42,73,19.9,34.6
24,40,212,3.42,34,72,16.0,34.0
24,41,195,3.5,32,59,16.4,30.3
24,42,195,3.48,30,65,15.4,33.3
24,43,217,3.67,34,62,15.7,28.6
24,44,200,3.46,32,61,16.0,30.5
24,45,217,3.44,41,69,18.9,31.8
24,46,199,3.62,28,62,14.1,31.2
24,47,203,3.6,26,59,12.8,29.1
24,48,206,3.4,38,70,18.4,34.0
24,49,184,3.64,27,53,14.7,28.8
24,50,206,3.44,29,73,14.1,35.4
24,51,220,3.49,32,74,14.5,33.6
24,52,203,3.59,29,65,14.3,32.0
24,53,209,3.64,26,67,12.4,32.1
24,54,187,3.45,32,67,17.1,35.8
24,55,227,3.64,39,62,17.2,27.3
24,56,199,3.31,34,80,17.1,40.2
24,57,187,3.42,37,63,19.8,33.7
24,58,209,3.48,28,64,13.4,30.6
24,59,205,3.42,37,70,18.0,34.1
24,60,205,3.51,33,65,16.1,31.7
24,61,211,3.66,37,68,17.5,32.2
24,62,207,3.21,46,82,22.2,39.6
24,63,209,3.05,56,81,26.8,38.8
24,64,193,3.54,30,62,15.5,32.1
24,65,200,3.58,29,63,14.5,31.5
24,66,185,3.38,31,67,16.8,36.2
24,67,194,3.62,23,53,11.9,27.3
24,68,205,3.36,40,78,19.5,38.0
24,69,205,3.52,33,65,16.1,31.7
24,70,177,3.34,30,65,16.9,36.7
24,71,180,3.4,34,66,18.9,36.7
24,72,199,3.37,31,68,15.6,34.2
24,73,204,3.35,44,78,21.6,38.2
24,74,183,3.53,34,57,18.6,31.1
24,75,197,3.54,38,65,19.3,33.0
24,76,194,3.36,42,75,21.6,38.7
24,77,166,3.57,23,54,13.9,32.5
24,78,221,3.33,37,79,16.7,35.7
24,79,178,3.61,25,52,14.0,29.2
